category_id,product_id,unit_price_x,quantity,discount,final_price,order_days,contact_title_Accounting Manager,contact_title_Assistant Sales Agent,contact_title_Assistant Sales Representative,contact_title_Marketing Assistant,contact_title_Marketing Manager,contact_title_Order Administrator,contact_title_Owner,contact_title_Owner/Marketing Assistant,contact_title_Sales Agent,contact_title_Sales Associate,contact_title_Sales Manager,contact_title_Sales Representative,country_Argentina,country_Austria,country_Belgium,country_Brazil,country_Canada,country_Denmark,country_Finland,country_France,country_Germany,country_Ireland,country_Italy,country_Mexico,country_Norway,country_Poland,country_Portugal,country_Spain,country_Sweden,country_Switzerland,country_UK,country_USA,country_Venezuela,product_name_Alice Mutton,product_name_Aniseed Syrup,product_name_Boston Crab Meat,product_name_Camembert Pierrot,product_name_Carnarvon Tigers,product_name_Chai,product_name_Chang,product_name_Chartreuse verte,product_name_Chef Anton's Cajun Seasoning,product_name_Chef Anton's Gumbo Mix,product_name_Chocolade,product_name_Côte de Blaye,product_name_Escargots de Bourgogne,product_name_Filo Mix,product_name_Flotemysost,product_name_Geitost,product_name_Genen Shouyu,product_name_Gnocchi di nonna Alice,product_name_Gorgonzola Telino,product_name_Grandma's Boysenberry Spread,product_name_Gravad lax,product_name_Guaraná Fantástica,product_name_Gudbrandsdalsost,product_name_Gula Malacca,product_name_Gumbär Gummibärchen,product_name_Gustaf's Knäckebröd,product_name_Ikura,product_name_Inlagd Sill,product_name_Ipoh Coffee,product_name_Jack's New England Clam Chowder,product_name_Konbu,product_name_Lakkalikööri,product_name_Laughing Lumberjack Lager,product_name_Longlife Tofu,product_name_Louisiana Fiery Hot Pepper Sauce,product_name_Louisiana Hot Spiced Okra,product_name_Manjimup Dried Apples,product_name_Mascarpone Fabioli,product_name_Maxilaku,product_name_Mishi Kobe Niku,product_name_Mozzarella di Giovanni,product_name_Nord-Ost Matjeshering,product_name_Northwoods Cranberry Sauce,product_name_NuNuCa Nuß-Nougat-Creme,product_name_Original Frankfurter grüne Soße,product_name_Outback Lager,product_name_Pavlova,product_name_Perth Pasties,product_name_Pâté chinois,product_name_Queso Cabrales,product_name_Queso Manchego La Pastora,product_name_Raclette Courdavault,product_name_Ravioli Angelo,product_name_Rhönbräu Klosterbier,product_name_Rogede sild,product_name_Röd Kaviar,product_name_Rössle Sauerkraut,product_name_Sasquatch Ale,product_name_Schoggi Schokolade,product_name_Scottish Longbreads,product_name_Singaporean Hokkien Fried Mee,product_name_Sir Rodney's Marmalade,product_name_Sir Rodney's Scones,product_name_Sirop d'érable,product_name_Spegesild,product_name_Steeleye Stout,product_name_Tarte au sucre,product_name_Teatime Chocolate Biscuits,product_name_Thüringer Rostbratwurst,product_name_Tofu,product_name_Tourtière,product_name_Tunnbröd,product_name_Uncle Bob's Organic Dried Pears,product_name_Valkoinen suklaa,product_name_Vegie-spread,product_name_Wimmers gute Semmelknödel,product_name_Zaanse koeken,total_cost
-0.0569797957046275,-1.344822791498463,-0.40973562237454814,-0.6211600066665032,-0.6732164638195767,168.0,-2.0020175780902343,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.4444193230072311
-0.0569797957046275,-1.344822791498463,-0.17499774724907546,-0.4634116685630761,2.3232753560977812,236.25,0.6336850586009974,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.30255844226854434
-0.0569797957046275,-1.344822791498463,-0.3158404723243591,-0.9892394622411662,-0.6732164638195767,84.0,-0.6665277143747919,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.5254826834293378
-0.0569797957046275,-1.344822791498463,-0.3158404723243591,0.32533002195405913,-0.6732164638195767,504.0,-0.88322984320409,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.1201658813188042
-0.0569797957046275,-1.344822791498463,-0.17499774724907546,-0.4634116685630761,-0.6732164638195767,315.0,0.32627041072687674,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.30255844226854434
-0.0569797957046275,-1.344822791498463,-0.3158404723243591,0.32533002195405913,-0.6732164638195767,504.0,-1.059615296902356,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.1201658813188042
-0.0569797957046275,-1.344822791498463,-0.17499774724907546,-0.4634116685630761,-0.6732164638195767,315.0,1.1981185104354486,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.30255844226854434
-0.0569797957046275,-1.344822791498463,-0.17499774724907546,0.8511578156321493,-0.6732164638195767,840.0,0.9814163816061504,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2040875603696227
-0.0569797957046275,-1.344822791498463,-0.3158404723243591,1.3769856093102395,1.7239769921143095,672.0,-1.5030987233437105,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2040875603696227
-0.0569797957046275,-1.344822791498463,-0.3158404723243591,-0.9366566828733572,-0.6732164638195767,100.80000000000001,-0.9235465183351222,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.5092700113449163
